reportNumber,incidentYear,cause,installationYear,material
20140339,2014,MECHANICAL_DAMAGE,2009,CARBON STEEL
20140340,2014,MECHANICAL_DAMAGE,2009,MATERIAL OTHER THAN CARBON STEEL
20140341,2014,MECHANICAL_DAMAGE,,
20140342,2014,INTERNAL_CORROSION,,
20140343,2014,OTHER,2014,CARBON STEEL
20140344,2014,INTERNAL_CORROSION,1998,CARBON STEEL
20140345,2014,MECHANICAL_DAMAGE,2014,CARBON STEEL
20140346,2014,OTHER,2014,CARBON STEEL
20140347,2014,MATERIAL_FAILURE,,
20140348,2014,MECHANICAL_DAMAGE,,
20140349,2014,MECHANICAL_DAMAGE,,
20140350,2014,MECHANICAL_DAMAGE,1985,CARBON STEEL
20140351,2014,MECHANICAL_DAMAGE,,MATERIAL OTHER THAN CARBON STEEL
20140352,2014,MECHANICAL_DAMAGE,1995,CARBON STEEL
20140353,2014,MECHANICAL_DAMAGE,1955,CARBON STEEL
20140354,2014,OTHER,1970,CARBON STEEL
20140355,2014,MATERIAL_FAILURE,1990,CARBON STEEL
20140356,2014,OTHER,,MATERIAL OTHER THAN CARBON STEEL
20140357,2014,OTHER,1977,CARBON STEEL
20140358,2014,OTHER,,
20140359,2014,EXTERNAL_CORROSION,1955,CARBON STEEL
20140360,2014,INTERNAL_CORROSION,1960,CARBON STEEL
20140361,2014,OTHER,UNKNOWN,CARBON STEEL
20140362,2014,MATERIAL_FAILURE,1973,CARBON STEEL
20140363,2014,MECHANICAL_DAMAGE,,
20140364,2014,OTHER,2012,CARBON STEEL
20140365,2014,MECHANICAL_DAMAGE,,CARBON STEEL
20140366,2014,MECHANICAL_DAMAGE,,
20140367,2014,MECHANICAL_DAMAGE,1954,CARBON STEEL
20140368,2014,MECHANICAL_DAMAGE,2014,CARBON STEEL
20140369,2014,MECHANICAL_DAMAGE,2010,MATERIAL OTHER THAN CARBON STEEL
20140370,2014,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20140371,2014,MECHANICAL_DAMAGE,1954,CARBON STEEL
20140372,2014,EXTERNAL_CORROSION,1940,CARBON STEEL
20140373,2014,OTHER,1950,CARBON STEEL
20140374,2014,MATERIAL_FAILURE,1973,CARBON STEEL
20140375,2014,MECHANICAL_DAMAGE,1991,MATERIAL OTHER THAN CARBON STEEL
20140376,2014,EXTERNAL_CORROSION,1962,CARBON STEEL
20140377,2014,OTHER,2013,MATERIAL OTHER THAN CARBON STEEL
20140378,2014,MECHANICAL_DAMAGE,2005,MATERIAL OTHER THAN CARBON STEEL
20140379,2014,INTERNAL_CORROSION,1946,CARBON STEEL
20140380,2014,OTHER,,
20140381,2014,MECHANICAL_DAMAGE,,
20140382,2014,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20140383,2014,OTHER,,
20140384,2014,INTERNAL_CORROSION,1946,CARBON STEEL
20140385,2014,MECHANICAL_DAMAGE,1946,MATERIAL OTHER THAN CARBON STEEL
20140386,2014,INTERNAL_CORROSION,1950,CARBON STEEL
20140387,2014,MECHANICAL_DAMAGE,,CARBON STEEL
20140388,2014,OTHER,1968,MATERIAL OTHER THAN CARBON STEEL
20140389,2014,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20140390,2014,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20140391,2014,MECHANICAL_DAMAGE,,
20140392,2014,MECHANICAL_DAMAGE,,
20140393,2014,MATERIAL_FAILURE,1954,CARBON STEEL
20140394,2014,MATERIAL_FAILURE,1950,CARBON STEEL
20140395,2014,MATERIAL_FAILURE,UNKNOWN,CARBON STEEL
20140396,2014,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20140397,2014,MECHANICAL_DAMAGE,,
20140398,2014,MECHANICAL_DAMAGE,,CARBON STEEL
20140399,2014,MECHANICAL_DAMAGE,2004,MATERIAL OTHER THAN CARBON STEEL
20140400,2014,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20140401,2014,OTHER,2014,CARBON STEEL
20140402,2014,OTHER,1976,CARBON STEEL
20140403,2014,EXTERNAL_CORROSION,1979,CARBON STEEL
20140404,2014,MECHANICAL_DAMAGE,2010,CARBON STEEL
20140405,2014,OTHER,,
20140406,2014,MECHANICAL_DAMAGE,,
20140407,2014,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20140408,2014,MATERIAL_FAILURE,UNKNOWN,CARBON STEEL
20140409,2014,INTERNAL_CORROSION,2014,CARBON STEEL
20140410,2014,MATERIAL_FAILURE,,
20140411,2014,OTHER,2014,CARBON STEEL
20140412,2014,MECHANICAL_DAMAGE,,
20140413,2014,OTHER,,CARBON STEEL
20140414,2014,MECHANICAL_DAMAGE,1968,CARBON STEEL
20140415,2014,OTHER,2014,CARBON STEEL
20140416,2014,MECHANICAL_DAMAGE,1974,CARBON STEEL
20140417,2014,MECHANICAL_DAMAGE,1972,MATERIAL OTHER THAN CARBON STEEL
20140418,2014,MECHANICAL_DAMAGE,1985,CARBON STEEL
20140419,2014,MECHANICAL_DAMAGE,2012,MATERIAL OTHER THAN CARBON STEEL
20140420,2014,MECHANICAL_DAMAGE,2013,CARBON STEEL
20140421,2014,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20140422,2014,MECHANICAL_DAMAGE,1978,CARBON STEEL
20140423,2014,OTHER,2014,MATERIAL OTHER THAN CARBON STEEL
20140424,2014,MECHANICAL_DAMAGE,1993,CARBON STEEL
20140425,2014,OTHER,UNKNOWN,CARBON STEEL
20140426,2014,OTHER,2014,MATERIAL OTHER THAN CARBON STEEL
20140427,2014,OTHER,2012,CARBON STEEL
20140428,2014,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20140429,2014,MECHANICAL_DAMAGE,,
20140430,2014,OTHER,UNKNOWN,CARBON STEEL
20140431,2014,OTHER,UNKNOWN,CARBON STEEL
20140432,2014,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20140433,2014,MECHANICAL_DAMAGE,2010,CARBON STEEL
20140434,2014,INTERNAL_CORROSION,1955,CARBON STEEL
20140435,2014,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20140436,2014,OTHER,1953,CARBON STEEL
20140437,2014,MECHANICAL_DAMAGE,2014,CARBON STEEL
20140438,2014,OTHER,2014,CARBON STEEL
20140439,2014,OTHER,2010,MATERIAL OTHER THAN CARBON STEEL
20140440,2014,OTHER,2014,CARBON STEEL
20140441,2014,MECHANICAL_DAMAGE,2014,CARBON STEEL
20150002,2014,MECHANICAL_DAMAGE,2014,CARBON STEEL
20150003,2014,MECHANICAL_DAMAGE,1978,MATERIAL OTHER THAN CARBON STEEL
20150004,2014,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20150005,2014,OTHER,,
20150006,2014,INTERNAL_CORROSION,2012,CARBON STEEL
20150007,2014,MATERIAL_FAILURE,1953,CARBON STEEL
20150008,2014,OTHER,1968,CARBON STEEL
20150009,2014,INTERNAL_CORROSION,1952,CARBON STEEL
20150010,2014,MECHANICAL_DAMAGE,1967,CARBON STEEL
20150011,2014,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20150012,2014,OTHER,1968,CARBON STEEL
20150013,2013,INTERNAL_CORROSION,1973,CARBON STEEL
20150014,2014,MECHANICAL_DAMAGE,2014,CARBON STEEL
20150015,2014,OTHER,1974,CARBON STEEL
20150016,2014,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20150017,2014,OTHER,2009,MATERIAL OTHER THAN CARBON STEEL
20150018,2014,MATERIAL_FAILURE,1962,CARBON STEEL
20150019,2014,MECHANICAL_DAMAGE,2013,CARBON STEEL
20150020,2014,MECHANICAL_DAMAGE,1970,CARBON STEEL
20150021,2014,INTERNAL_CORROSION,1989,CARBON STEEL
20150022,2014,OTHER,2014,CARBON STEEL
20150023,2014,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150024,2014,MECHANICAL_DAMAGE,1955,CARBON STEEL
20150025,2014,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20150026,2014,MECHANICAL_DAMAGE,1999,MATERIAL OTHER THAN CARBON STEEL
20150027,2015,OTHER,UNKNOWN,CARBON STEEL
20150028,2014,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20150029,2014,EXTERNAL_CORROSION,1922,CARBON STEEL
20150030,2014,MATERIAL_FAILURE,1962,CARBON STEEL
20150031,2015,MECHANICAL_DAMAGE,1953,CARBON STEEL
20150032,2015,MECHANICAL_DAMAGE,2013,CARBON STEEL
20150033,2015,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150034,2015,MECHANICAL_DAMAGE,2012,CARBON STEEL
20150035,2015,MECHANICAL_DAMAGE,2014,CARBON STEEL
20150036,2015,INTERNAL_CORROSION,1995,CARBON STEEL
20150037,2015,OTHER,UNKNOWN,CARBON STEEL
20150038,2015,MECHANICAL_DAMAGE,1968,CARBON STEEL
20150039,2015,EXTERNAL_CORROSION,1947,CARBON STEEL
20150040,2015,MATERIAL_FAILURE,1966,CARBON STEEL
20150041,2015,INTERNAL_CORROSION,1950,CARBON STEEL
20150042,2015,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20150043,2015,OTHER,2014,CARBON STEEL
20150044,2015,MECHANICAL_DAMAGE,1957,CARBON STEEL
20150045,2015,OTHER,2010,CARBON STEEL
20150046,2015,MECHANICAL_DAMAGE,2014,CARBON STEEL
20150047,2014,OTHER,2013,CARBON STEEL
20150048,2015,OTHER,1967,CARBON STEEL
20150049,2015,MECHANICAL_DAMAGE,2010,CARBON STEEL
20150050,2015,OTHER,1980,CARBON STEEL
20150051,2015,EXTERNAL_CORROSION,1953,CARBON STEEL
20150052,2015,MECHANICAL_DAMAGE,2014,CARBON STEEL
20150053,2015,MATERIAL_FAILURE,1962,CARBON STEEL
20150054,2014,EXTERNAL_CORROSION,1973,CARBON STEEL
20150055,2015,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150056,2015,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150057,2015,MECHANICAL_DAMAGE,2012,MATERIAL OTHER THAN CARBON STEEL
20150058,2015,OTHER,UNKNOWN,CARBON STEEL
20150059,2015,MATERIAL_FAILURE,1962,CARBON STEEL
20150060,2015,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150061,2015,MECHANICAL_DAMAGE,2012,MATERIAL OTHER THAN CARBON STEEL
20150062,2015,MECHANICAL_DAMAGE,1992,MATERIAL OTHER THAN CARBON STEEL
20150063,2015,OTHER,2009,MATERIAL OTHER THAN CARBON STEEL
20150064,2015,MECHANICAL_DAMAGE,1971,CARBON STEEL
20150065,2015,MECHANICAL_DAMAGE,2012,CARBON STEEL
20150066,2015,MECHANICAL_DAMAGE,2012,MATERIAL OTHER THAN CARBON STEEL
20150067,2015,MECHANICAL_DAMAGE,2008,CARBON STEEL
20150068,2015,MATERIAL_FAILURE,2005,CARBON STEEL
20150069,2015,MECHANICAL_DAMAGE,2013,CARBON STEEL
20150070,2015,MECHANICAL_DAMAGE,2012,CARBON STEEL
20150071,2015,MATERIAL_FAILURE,2013,CARBON STEEL
20150073,2015,MECHANICAL_DAMAGE,2006,CARBON STEEL
20150074,2015,INTERNAL_CORROSION,2000,CARBON STEEL
20150075,2015,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150076,2015,MATERIAL_FAILURE,1996,CARBON STEEL
20150077,2015,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20150078,2015,MATERIAL_FAILURE,1994,CARBON STEEL
20150079,2015,EXTERNAL_CORROSION,1940,CARBON STEEL
20150080,2015,MATERIAL_FAILURE,1950,CARBON STEEL
20150081,2015,MATERIAL_FAILURE,2008,CARBON STEEL
20150082,2015,MECHANICAL_DAMAGE,1992,MATERIAL OTHER THAN CARBON STEEL
20150083,2015,OTHER,2015,CARBON STEEL
20150084,2015,OTHER,2014,CARBON STEEL
20150085,2015,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20150086,2015,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20150087,2015,INTERNAL_CORROSION,1944,CARBON STEEL
20150088,2015,MATERIAL_FAILURE,1953,CARBON STEEL
20150089,2015,EXTERNAL_CORROSION,1948,CARBON STEEL
20150090,2015,MECHANICAL_DAMAGE,2014,CARBON STEEL
20150091,2015,OTHER,1974,CARBON STEEL
20150092,2015,MECHANICAL_DAMAGE,2007,CARBON STEEL
20150093,2015,EXTERNAL_CORROSION,1978,CARBON STEEL
20150094,2015,INTERNAL_CORROSION,2001,CARBON STEEL
20150095,2015,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20150096,2015,MECHANICAL_DAMAGE,2015,CARBON STEEL
20150097,2015,MECHANICAL_DAMAGE,1947,CARBON STEEL
20150098,2015,OTHER,1950,MATERIAL OTHER THAN CARBON STEEL
20150099,2015,EXTERNAL_CORROSION,1952,CARBON STEEL
20150100,2015,MECHANICAL_DAMAGE,1989,CARBON STEEL
20150101,2015,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20150102,2015,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150103,2015,INTERNAL_CORROSION,2011,CARBON STEEL
20150104,2015,MECHANICAL_DAMAGE,2012,CARBON STEEL
20150105,2015,MECHANICAL_DAMAGE,2008,CARBON STEEL
20150106,2015,OTHER,2014,CARBON STEEL
20150107,2015,MECHANICAL_DAMAGE,2010,CARBON STEEL
20150108,2015,MECHANICAL_DAMAGE,2015,MATERIAL OTHER THAN CARBON STEEL
20150109,2015,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150110,2015,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150111,2015,MECHANICAL_DAMAGE,1999,CARBON STEEL
20150112,2015,MECHANICAL_DAMAGE,2011,CARBON STEEL
20150113,2015,MECHANICAL_DAMAGE,2007,MATERIAL OTHER THAN CARBON STEEL
20150114,2015,MATERIAL_FAILURE,1974,CARBON STEEL
20150115,2015,MECHANICAL_DAMAGE,1981,CARBON STEEL
20150116,2015,MECHANICAL_DAMAGE,1972,CARBON STEEL
20150117,2015,EXTERNAL_CORROSION,1978,CARBON STEEL
20150118,2015,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20150119,2015,MECHANICAL_DAMAGE,1991,CARBON STEEL
20150120,2015,MECHANICAL_DAMAGE,1962,CARBON STEEL
20150121,2015,MATERIAL_FAILURE,1997,CARBON STEEL
20150122,2015,MECHANICAL_DAMAGE,2015,MATERIAL OTHER THAN CARBON STEEL
20150123,2015,MECHANICAL_DAMAGE,2014,CARBON STEEL
20150124,2015,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20150125,2015,MECHANICAL_DAMAGE,2015,CARBON STEEL
20150126,2015,OTHER,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20150127,2015,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20150128,2015,MECHANICAL_DAMAGE,2009,MATERIAL OTHER THAN CARBON STEEL
20150129,2015,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20150130,2015,MATERIAL_FAILURE,1953,CARBON STEEL
20150131,2015,MECHANICAL_DAMAGE,2008,CARBON STEEL
20150132,2015,EXTERNAL_CORROSION,1948,CARBON STEEL
20150133,2015,EXTERNAL_CORROSION,1948,CARBON STEEL
20150134,2015,OTHER,2014,CARBON STEEL
20150135,2015,MECHANICAL_DAMAGE,2014,CARBON STEEL
20150136,2015,MECHANICAL_DAMAGE,2009,CARBON STEEL
20150137,2015,OTHER,1974,CARBON STEEL
20150138,2015,MECHANICAL_DAMAGE,1974,CARBON STEEL
20150139,2015,INTERNAL_CORROSION,1976,CARBON STEEL
20150140,2015,OTHER,1957,CARBON STEEL
20150141,2015,MECHANICAL_DAMAGE,2014,CARBON STEEL
20150142,2015,MECHANICAL_DAMAGE,2006,CARBON STEEL
20150143,2015,OTHER,2003,CARBON STEEL
20150144,2015,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150145,2015,MECHANICAL_DAMAGE,2014,CARBON STEEL
20150146,2015,MECHANICAL_DAMAGE,2014,CARBON STEEL
20150147,2015,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150148,2015,MECHANICAL_DAMAGE,2014,CARBON STEEL
20150149,2015,MECHANICAL_DAMAGE,2008,MATERIAL OTHER THAN CARBON STEEL
20150150,2015,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150151,2015,MECHANICAL_DAMAGE,2015,CARBON STEEL
20150152,2015,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20150153,2015,MECHANICAL_DAMAGE,2006,MATERIAL OTHER THAN CARBON STEEL
20150154,2015,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20150155,2015,MECHANICAL_DAMAGE,1968,MATERIAL OTHER THAN CARBON STEEL
20150156,2015,MECHANICAL_DAMAGE,2013,MATERIAL OTHER THAN CARBON STEEL
20150157,2015,MECHANICAL_DAMAGE,2013,MATERIAL OTHER THAN CARBON STEEL
20150158,2015,OTHER,1968,MATERIAL OTHER THAN CARBON STEEL
20150159,2015,MECHANICAL_DAMAGE,2013,MATERIAL OTHER THAN CARBON STEEL
20150160,2015,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20150161,2015,OTHER,2015,CARBON STEEL
20150162,2015,OTHER,UNKNOWN,CARBON STEEL
20150163,2015,EXTERNAL_CORROSION,1937,CARBON STEEL
20150164,2015,EXTERNAL_CORROSION,1981,CARBON STEEL
20150165,2015,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20150166,2015,OTHER,UNKNOWN,CARBON STEEL
20150167,2015,MECHANICAL_DAMAGE,1971,CARBON STEEL
20150169,2013,OTHER,1952,CARBON STEEL
20150170,2015,MECHANICAL_DAMAGE,2013,MATERIAL OTHER THAN CARBON STEEL
20150171,2015,OTHER,2015,CARBON STEEL
20150172,2015,MATERIAL_FAILURE,1962,CARBON STEEL
20150173,2015,MECHANICAL_DAMAGE,1971,CARBON STEEL
20150174,2015,MECHANICAL_DAMAGE,2012,CARBON STEEL
20150175,2015,MECHANICAL_DAMAGE,1967,CARBON STEEL
20150176,2015,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20150177,2015,OTHER,UNKNOWN,CARBON STEEL
20150178,2015,OTHER,UNKNOWN,CARBON STEEL
20150179,2015,MECHANICAL_DAMAGE,2015,CARBON STEEL
20150180,2015,MECHANICAL_DAMAGE,2001,CARBON STEEL
20150181,2015,MECHANICAL_DAMAGE,1970,CARBON STEEL
20150182,2015,MECHANICAL_DAMAGE,2012,CARBON STEEL
20150183,2015,EXTERNAL_CORROSION,1999,CARBON STEEL
20150184,2015,OTHER,1990,CARBON STEEL
20150185,2015,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150186,2015,MECHANICAL_DAMAGE,2002,CARBON STEEL
20150187,2015,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20150188,2015,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20150189,2015,OTHER,2015,MATERIAL OTHER THAN CARBON STEEL
20150190,2015,MECHANICAL_DAMAGE,2015,CARBON STEEL
20150191,2015,OTHER,1994,CARBON STEEL
20150192,2015,MECHANICAL_DAMAGE,1968,CARBON STEEL
20150193,2015,MECHANICAL_DAMAGE,1980,CARBON STEEL
20150194,2015,MECHANICAL_DAMAGE,2015,CARBON STEEL
20150195,2015,OTHER,UNKNOWN,CARBON STEEL
20150196,2015,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150197,2015,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20150198,2015,EXTERNAL_CORROSION,2013,CARBON STEEL
20150199,2015,MECHANICAL_DAMAGE,2005,CARBON STEEL
20150200,2015,EXTERNAL_CORROSION,1955,CARBON STEEL
20150201,2015,EXTERNAL_CORROSION,1926,CARBON STEEL
20150202,2015,INTERNAL_CORROSION,2001,CARBON STEEL
20150203,2015,MECHANICAL_DAMAGE,2015,CARBON STEEL
20150204,2015,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150205,2015,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20150206,2015,MECHANICAL_DAMAGE,2015,MATERIAL OTHER THAN CARBON STEEL
20150207,2015,OTHER,1949,MATERIAL OTHER THAN CARBON STEEL
20150208,2015,OTHER,UNKNOWN,CARBON STEEL
20150209,2015,OTHER,UNKNOWN,CARBON STEEL
20150210,2015,MATERIAL_FAILURE,1966,CARBON STEEL
20150211,2015,MECHANICAL_DAMAGE,1973,MATERIAL OTHER THAN CARBON STEEL
20150212,2015,MECHANICAL_DAMAGE,1972,CARBON STEEL
20150213,2015,MECHANICAL_DAMAGE,2014,CARBON STEEL
20150214,2015,OTHER,1976,MATERIAL OTHER THAN CARBON STEEL
20150215,2015,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20150216,2015,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150217,2015,OTHER,1996,CARBON STEEL
20150218,2015,OTHER,1957,CARBON STEEL
20150219,2015,OTHER,1958,CARBON STEEL
20150220,2015,OTHER,2015,CARBON STEEL
20150221,2015,MECHANICAL_DAMAGE,1979,MATERIAL OTHER THAN CARBON STEEL
20150222,2015,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150223,2015,MECHANICAL_DAMAGE,2013,CARBON STEEL
20150224,2015,EXTERNAL_CORROSION,1990,CARBON STEEL
20150225,2015,MATERIAL_FAILURE,2008,CARBON STEEL
20150226,2015,MECHANICAL_DAMAGE,2012,CARBON STEEL
20150227,2015,EXTERNAL_CORROSION,1952,CARBON STEEL
20150228,2015,OTHER,2009,CARBON STEEL
20150229,2015,MECHANICAL_DAMAGE,1969,MATERIAL OTHER THAN CARBON STEEL
20150230,2015,OTHER,2015,CARBON STEEL
20150231,2015,OTHER,1947,CARBON STEEL
20150232,2015,MECHANICAL_DAMAGE,2015,CARBON STEEL
20150233,2015,OTHER,2015,CARBON STEEL
20150234,2015,MECHANICAL_DAMAGE,2013,MATERIAL OTHER THAN CARBON STEEL
20150235,2015,MECHANICAL_DAMAGE,2015,MATERIAL OTHER THAN CARBON STEEL
20150236,2015,OTHER,2015,CARBON STEEL
20150237,2015,MATERIAL_FAILURE,2003,CARBON STEEL
20150238,2015,INTERNAL_CORROSION,1963,CARBON STEEL
20150239,2015,MECHANICAL_DAMAGE,2000,CARBON STEEL
20150240,2015,INTERNAL_CORROSION,1956,CARBON STEEL
20150241,2015,MECHANICAL_DAMAGE,1971,CARBON STEEL
20150242,2015,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20150243,2015,MECHANICAL_DAMAGE,1955,MATERIAL OTHER THAN CARBON STEEL
20150244,2015,EXTERNAL_CORROSION,1952,CARBON STEEL
20150245,2015,MECHANICAL_DAMAGE,2012,CARBON STEEL
20150246,2015,MECHANICAL_DAMAGE,1971,CARBON STEEL
20150247,2015,MECHANICAL_DAMAGE,2012,CARBON STEEL
20150248,2015,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20150249,2012,OTHER,2012,CARBON STEEL
20150250,2013,OTHER,2013,CARBON STEEL
20150251,2012,OTHER,2012,CARBON STEEL
20150252,2013,OTHER,1972,CARBON STEEL
20150253,2015,INTERNAL_CORROSION,1997,CARBON STEEL
20150254,2015,MECHANICAL_DAMAGE,2015,CARBON STEEL
20150255,2015,MECHANICAL_DAMAGE,2013,MATERIAL OTHER THAN CARBON STEEL
20150256,2015,OTHER,2015,CARBON STEEL
20150257,2015,EXTERNAL_CORROSION,1966,CARBON STEEL
20150258,2015,OTHER,1996,CARBON STEEL
20150259,2015,MECHANICAL_DAMAGE,2013,CARBON STEEL
20150260,2015,MECHANICAL_DAMAGE,2014,CARBON STEEL
20150261,2015,MECHANICAL_DAMAGE,1964,MATERIAL OTHER THAN CARBON STEEL
20150262,2015,MECHANICAL_DAMAGE,1971,CARBON STEEL
20150263,2015,OTHER,2002,CARBON STEEL
20150264,2015,EXTERNAL_CORROSION,1966,CARBON STEEL
20150265,2015,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20150266,2015,OTHER,1952,CARBON STEEL
20150267,2015,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20150268,2015,OTHER,2014,CARBON STEEL
20150269,2015,MECHANICAL_DAMAGE,1997,CARBON STEEL
20150270,2015,OTHER,UNKNOWN,CARBON STEEL
20150271,2015,OTHER,1960,CARBON STEEL
20150272,2015,MECHANICAL_DAMAGE,1973,CARBON STEEL
20150273,2015,INTERNAL_CORROSION,1934,CARBON STEEL
20150274,2015,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20150275,2015,EXTERNAL_CORROSION,1952,CARBON STEEL
20150276,2015,MECHANICAL_DAMAGE,2005,CARBON STEEL
20150277,2015,MECHANICAL_DAMAGE,1993,MATERIAL OTHER THAN CARBON STEEL
20150278,2015,INTERNAL_CORROSION,2010,CARBON STEEL
20150279,2015,OTHER,2014,CARBON STEEL
20150280,2015,MECHANICAL_DAMAGE,1951,CARBON STEEL
20150281,2015,OTHER,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20150282,2015,OTHER,1985,CARBON STEEL
20150283,2015,MECHANICAL_DAMAGE,1966,CARBON STEEL
20150284,2015,OTHER,1960,CARBON STEEL
20150285,2015,MECHANICAL_DAMAGE,2014,CARBON STEEL
20150286,2015,MECHANICAL_DAMAGE,1985,MATERIAL OTHER THAN CARBON STEEL
20150287,2015,OTHER,2015,CARBON STEEL
20150288,2015,INTERNAL_CORROSION,1957,CARBON STEEL
20150289,2015,OTHER,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20150290,2015,OTHER,2014,CARBON STEEL
20150291,2015,INTERNAL_CORROSION,1999,CARBON STEEL
20150292,2015,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150293,2015,MECHANICAL_DAMAGE,2010,CARBON STEEL
20150294,2015,MECHANICAL_DAMAGE,2008,CARBON STEEL
20150295,2015,INTERNAL_CORROSION,1992,CARBON STEEL
20150296,2015,INTERNAL_CORROSION,1968,CARBON STEEL
20150297,2015,OTHER,2000,CARBON STEEL
20150298,2015,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20150299,2015,OTHER,2015,MATERIAL OTHER THAN CARBON STEEL
20150300,2015,OTHER,1975,CARBON STEEL
20150301,2015,EXTERNAL_CORROSION,1977,CARBON STEEL
20150302,2015,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20150303,2015,MECHANICAL_DAMAGE,1947,CARBON STEEL
20150304,2015,INTERNAL_CORROSION,1974,CARBON STEEL
20150305,2015,MECHANICAL_DAMAGE,1954,CARBON STEEL
20150306,2015,MATERIAL_FAILURE,1983,CARBON STEEL
20150307,2015,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20150308,2015,OTHER,2007,MATERIAL OTHER THAN CARBON STEEL
20150309,2015,MECHANICAL_DAMAGE,1954,CARBON STEEL
